タマコッコ to アヌビス, maxgen = 3
		Gen:T-02 ダリザード(1120) = ニャオテト(1480) + フブキツネ(760)
		Gen:T-02 ダリザード(1120) = ナエモチ(1240) + サンドロ(1000)
		Gen:T-02 ダリザード(1120) = トドドドン(895) + ペンタマ(1350)
		Gen:T-02 ダリザード(1120) = ツッパニャン(1460) + フラリーナ(780)
		Gen:T-02 ダリザード(1120) = チルテト(1440) + オコチョ(800)
		Gen:T-02 ダリザード(1120) = チョロゾウ(1490) + ニャンバット(750)
		Gen:T-02 ダリザード(1120) = ダリザード(1140) + シャーマンダー(1100)
		Gen:T-02 ダリザード(1120) = ダリザード(1120) + ダリザード(1120)
		Gen:T-02 ダリザード(1120) = タマモ(1450) + ブルフェルノ(790)
		Gen:T-02 ダリザード(1120) = タマコッコ(1500) + イヌズマ(740)
		Gen:T-02 ダリザード(1120) = ソルレイス(1150) + シャーキッド(1090)
		Gen:T-02 ダリザード(1120) = シメナワ(1420) + アロアリュー(820)
		Gen:T-02 ダリザード(1120) = サンドロ(1000) + ナエモチ(1240)
		Gen:T-02 ダリザード(1120) = コモップ(1300) + ラブマンダー(940)
		Gen:T-02 ダリザード(1120) = コチグリ(1360) + ツララジカ(880)
		Gen:T-02 ダリザード(1120) = ケルピス(1260) + ムラクモ(980)
		Gen:T-02 ダリザード(1120) = クルリス(1430) + ビリビリリュー(810)
		Gen:T-02 ダリザード(1120) = クルットリ(1340) + トドドドン(895)
		Gen:T-02 ダリザード(1120) = クルットリ(1340) + ツノガミ(900)
		Gen:T-02 ダリザード(1120) = キツネビ(1400) + ラブラドン(840)
		Gen:T-02 ダリザード(1120) = カモノスケ(1330) + ミルカルビ(910)
		Gen:T-02 ダリザード(1120) = カミナラシ(1210) + エアムルグ(1030)
		Gen:T-02 ダリザード(1120) = オバケナワ(1422) + ビリビリリュー(810)
		Gen:T-02 ダリザード(1120) = オバケナワ(1422) + アロアリュー(820)
		Gen:T-02 ダリザード(1120) = エテッパ(1250) + ラベロット(990)
		Gen:T-02 ダリザード(1120) = イバラヒメ(1320) + ツノガミ(920)
		Gen:T-02 ダリザード(1120) = イノボウ(1130) + ミステリア(1110)
		Gen:T-02 タマモ(1450) = モコロン(1470) + クルリス(1430)
		Gen:T-02 タマモ(1450) = モコロン(1470) + オバケナワ(1422)
		Gen:T-02 タマモ(1450) = ミルフィー(1455) + チルテト(1440)
		Gen:T-02 タマモ(1450) = ミルフィー(1455) + タマモ(1450)
		Gen:T-02 タマモ(1450) = ニャオテト(1480) + シメナワ(1420)
		Gen:T-02 タマモ(1450) = ニャオテト(1480) + オバケナワ(1422)
		Gen:T-02 タマモ(1450) = ツッパニャン(1460) + チルテト(1440)
		Gen:T-02 タマモ(1450) = チョロゾウ(1490) + ラヴィ(1405)
		Gen:T-02 タマモ(1450) = チョロゾウ(1490) + ボルトラ(1410)
		Gen:T-02 タマモ(1450) = タマモ(1450) + タマモ(1450)
		Gen:T-02 タマモ(1450) = タマコッコ(1500) + ラヴィ(1405)
		Gen:T-02 タマモ(1450) = タマコッコ(1500) + キツネビ(1400)
		Gen:T-02 タマコッコ(1500) = タマコッコ(1500) + タマコッコ(1500)
		Gen:T-02 ソルレイス(1150) = ンダコアラ(1380) + ミルカルビ(910)
		Gen:T-02 ソルレイス(1150) = ンダコアラ(1380) + ツノガミ(920)
		Gen:T-02 ソルレイス(1150) = ルナティ(1180) + ミステリア(1110)
		Gen:T-02 ソルレイス(1150) = ルナティ(1180) + ダリザード(1120)
		Gen:T-02 ソルレイス(1150) = ラブマンダー(940) + ペンタマ(1350)
		Gen:T-02 ソルレイス(1150) = ラヴィ(1405) + メルパカ(890)
		Gen:T-02 ソルレイス(1150) = ラヴィ(1405) + トドドドン(895)
		Gen:T-02 ソルレイス(1150) = ラヴィ(1405) + ツノガミ(900)
		Gen:T-02 ソルレイス(1150) = ヤミイカ(1290) + ヤミトバリ(1010)
		Gen:T-02 ソルレイス(1150) = ヤミイカ(1290) + サンドロ(1000)
		Gen:T-02 ソルレイス(1150) = モコロン(1470) + シラヌイ(830)
		Gen:T-02 ソルレイス(1150) = モコロン(1470) + アロアリュー(820)
		Gen:T-02 ソルレイス(1150) = モグルン(1220) + マスクロウ(1080)
		Gen:T-02 ソルレイス(1150) = モグルン(1220) + ビーナイト(1070)
		Gen:T-02 ソルレイス(1150) = メリポップ(1190) + ミステリア(1110)
		Gen:T-02 ソルレイス(1150) = メリポップ(1190) + シャーマンダー(1100)
		Gen:T-02 ソルレイス(1150) = ミルフィー(1455) + ラブラドン(840)
		Gen:T-02 ソルレイス(1150) = ミルフィー(1455) + ドリタス(850)
		Gen:T-02 ソルレイス(1150) = マグピス(1270) + フェザーロ(1020)
		Gen:T-02 ソルレイス(1150) = マグピス(1270) + エアムルグ(1030)
		Gen:T-02 ソルレイス(1150) = ボルトラ(1410) + メルパカ(890)
		Gen:T-02 ソルレイス(1150) = ボルトラ(1410) + トドドドン(895)
		Gen:T-02 ソルレイス(1150) = ボルトラ(1410) + ツララジカ(880)
		Gen:T-02 ソルレイス(1150) = ポプリーナ(1280) + ヤミトバリ(1010)
		Gen:T-02 ソルレイス(1150) = ポプリーナ(1280) + フェザーロ(1020)
		Gen:T-02 ソルレイス(1150) = ホウロック(1390) + ミルカルビ(910)
		Gen:T-02 ソルレイス(1150) = ホウロック(1390) + ツノガミ(900)
		Gen:T-02 ソルレイス(1150) = フォレーナ(1160) + ダリザード(1140)
		Gen:T-02 ソルレイス(1150) = フォレーナ(1160) + イノボウ(1130)
		Gen:T-02 ソルレイス(1150) = ヒメウサ(1310) + ラベロット(990)
		Gen:T-02 ソルレイス(1150) = ヒメウサ(1310) + ムラクモ(980)
		Gen:T-02 ソルレイス(1150) = ヒノコジカ(1155) + ダリザード(1140)
		Gen:T-02 ソルレイス(1150) = ヒノコジカ(1155) + ソルレイス(1150)
		Gen:T-02 ソルレイス(1150) = ビーナイト(1070) + ネムラム(1230)
		Gen:T-02 ソルレイス(1150) = パチグリ(1370) + ベリゴート(930)
		Gen:T-02 ソルレイス(1150) = パチグリ(1370) + ツノガミ(920)
		Gen:T-02 ソルレイス(1150) = ニャオテト(1480) + ビリビリリュー(810)
		Gen:T-02 ソルレイス(1150) = ニャオテト(1480) + アロアリュー(820)
		Gen:T-02 ソルレイス(1150) = ナエモチ(1240) + ガウルフ(1060)
		Gen:T-02 ソルレイス(1150) = ナエモチ(1240) + ヴィオレッタ(1050)
		Gen:T-02 ソルレイス(1150) = ツッパニャン(1460) + ラブラドン(840)
		Gen:T-02 ソルレイス(1150) = ツッパニャン(1460) + シラヌイ(830)
		Gen:T-02 ソルレイス(1150) = ツキカゲ(950) + ペンタマ(1350)
		Gen:T-02 ソルレイス(1150) = チルテト(1440) + ラブラドン(860)
		Gen:T-02 ソルレイス(1150) = チルテト(1440) + ドリタス(850)
		Gen:T-02 ソルレイス(1150) = チョロゾウ(1490) + ビリビリリュー(810)
		Gen:T-02 ソルレイス(1150) = チョロゾウ(1490) + オコチョ(800)
		Gen:T-02 ソルレイス(1150) = タマモ(1450) + ラブラドン(840)
		Gen:T-02 ソルレイス(1150) = タマモ(1450) + ドリタス(850)
		Gen:T-02 ソルレイス(1150) = タマコッコ(1500) + ブルフェルノ(790)
		Gen:T-02 ソルレイス(1150) = タマコッコ(1500) + オコチョ(800)
		Gen:T-02 ソルレイス(1150) = ソルレイス(1150) + ダリザード(1140)
		Gen:T-02 ソルレイス(1150) = ソルレイス(1150) + ソルレイス(1150)
		Gen:T-02 ソルレイス(1150) = シメナワ(1420) + ルミカイト(870)
		Gen:T-02 ソルレイス(1150) = シメナワ(1420) + ツララジカ(880)
		Gen:T-02 ソルレイス(1150) = コモップ(1300) + ラベロット(990)
		Gen:T-02 ソルレイス(1150) = コモップ(1300) + サンドロ(1000)
		Gen:T-02 ソルレイス(1150) = コチグリ(1360) + ラブマンダー(940)
		Gen:T-02 ソルレイス(1150) = コチグリ(1360) + ベリゴート(930)
		Gen:T-02 ソルレイス(1150) = ケルピス(1260) + ゴリレイジ(1040)
		Gen:T-02 ソルレイス(1150) = ケルピス(1260) + エアムルグ(1030)
		Gen:T-02 ソルレイス(1150) = クルリス(1430) + ルミカイト(870)
		Gen:T-02 ソルレイス(1150) = クルリス(1430) + ラブラドン(860)
		Gen:T-02 ソルレイス(1150) = クルットリ(1340) + ツキカゲ(950)
		Gen:T-02 ソルレイス(1150) = キツネビ(1400) + メルパカ(890)
		Gen:T-02 ソルレイス(1150) = キツネビ(1400) + トドドドン(895)
		Gen:T-02 ソルレイス(1150) = キツネビ(1400) + ツノガミ(900)
		Gen:T-02 ソルレイス(1150) = カミナラシ(1210) + マスクロウ(1080)
		Gen:T-02 ソルレイス(1150) = カミナラシ(1210) + シャーキッド(1090)
		Gen:T-02 ソルレイス(1150) = ガウルフ(1060) + ネムラム(1230)
		Gen:T-02 ソルレイス(1150) = ガウルフ(1060) + ナエモチ(1240)
		Gen:T-02 ソルレイス(1150) = オバケナワ(1422) + ルミカイト(870)
		Gen:T-02 ソルレイス(1150) = オバケナワ(1422) + ツララジカ(880)
		Gen:T-02 ソルレイス(1150) = エテッパ(1250) + ゴリレイジ(1040)
		Gen:T-02 ソルレイス(1150) = エテッパ(1250) + ヴィオレッタ(1050)
		Gen:T-02 ソルレイス(1150) = イバラヒメ(1320) + ムラクモ(980)
		Gen:T-02 スナペント(550) = ルミカイト(870) + ボルカノン(230)
		Gen:T-02 スナペント(550) = ラブラドン(860) + サラブレイズ(240)
		Gen:T-02 スナペント(550) = ヤミトバリ(1010) + ジェットラン(90)
		Gen:T-02 スナペント(550) = メルパカ(890) + リリクイン(210)
		Gen:T-02 スナペント(550) = ムラクモ(980) + グレイシャル(120)
		Gen:T-02 スナペント(550) = ミルカルビ(910) + ヘルガルダ(190)
		Gen:T-02 スナペント(550) = ブルフェルノ(790) + レヴィドラ(310)
		Gen:T-02 スナペント(550) = ブルフェルノ(790) + アグニドラ(315)
		Gen:T-02 スナペント(550) = フラリーナ(780) + ボルカノン(320)
		Gen:T-02 スナペント(550) = フラリーナ(780) + アグニドラ(315)
		Gen:T-02 スナペント(550) = フブキツネ(760) + グラクレス(340)
		Gen:T-02 スナペント(550) = フェザーロ(1020) + セイントール(80)
		Gen:T-02 スナペント(550) = ビリビリリュー(810) + ブリザモス(290)
		Gen:T-02 スナペント(550) = ビーナイト(1070) + シヴァ(30)
		Gen:T-02 スナペント(550) = ニャンバット(750) + フェスキー(350)
		Gen:T-02 スナペント(550) = ドリタス(850) + リリクイン(250)
		Gen:T-02 スナペント(550) = トドドドン(895) + リリクイン(210)
		Gen:T-02 スナペント(550) = トドドドン(895) + エレパンダ(200)
		Gen:T-02 スナペント(550) = ツララジカ(880) + ライバード(220)
		Gen:T-02 スナペント(550) = ツノガミ(900) + エレパンダ(200)
		Gen:T-02 スナペント(550) = ツキカゲ(950) + ジオラーヴァ(150)
		Gen:T-02 スナペント(550) = シラヌイ(830) + パリピドン(270)
		Gen:T-02 スナペント(550) = シャーキッド(1090) + ボルカイザー(10)
		Gen:T-02 スナペント(550) = サンドロ(1000) + グレイシャドウ(100)
		Gen:T-02 スナペント(550) = ゴリレイジ(1040) + ゼノグリフ(60)
		Gen:T-02 スナペント(550) = オコチョ(800) + グランモス(300)
		Gen:T-02 スナペント(550) = エアムルグ(1030) + ベイントール(70)
		Gen:T-02 スナペント(550) = アロアリュー(820) + ペコドン(280)
		Gen:T-02 シロカバネ(620) = ルミカイト(870) + ホルス(370)
		Gen:T-02 シロカバネ(620) = ルミカイト(870) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = ルミカイト(870) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = ルミカイト(870) + ササゾー(390)
		Gen:T-02 シロカバネ(620) = ルミカイト(870) + イグニクス(380)
		Gen:T-02 シロカバネ(620) = ルナティ(1180) + ベイントール(70)
		Gen:T-02 シロカバネ(620) = ルナティ(1180) + ゼノグリフ(60)
		Gen:T-02 シロカバネ(620) = ルナティ(1180) + セイントール(80)
		Gen:T-02 シロカバネ(620) = ルナティ(1180) + スザク(50)
		Gen:T-02 シロカバネ(620) = ラベロット(990) + リリクイン(250)
		Gen:T-02 シロカバネ(620) = ラベロット(990) + ボルカノン(230)
		Gen:T-02 シロカバネ(620) = ラベロット(990) + パリピドン(270)
		Gen:T-02 シロカバネ(620) = ラベロット(990) + デスティング(260)
		Gen:T-02 シロカバネ(620) = ラベロット(990) + サラブレイズ(240)
		Gen:T-02 シロカバネ(620) = ラブラドン(860) + ホルス(370)
		Gen:T-02 シロカバネ(620) = ラブラドン(860) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = ラブラドン(860) + ササゾー(390)
		Gen:T-02 シロカバネ(620) = ラブラドン(860) + イグニクス(380)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + レヴィドラ(310)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + ペコドン(280)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + ブリザモス(290)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + グランモス(300)
		Gen:T-02 シロカバネ(620) = ラブマンダー(940) + アグニドラ(315)
		Gen:T-02 シロカバネ(620) = ヤミトバリ(1010) + リリクイン(250)
		Gen:T-02 シロカバネ(620) = ヤミトバリ(1010) + リリクイン(210)
		Gen:T-02 シロカバネ(620) = ヤミトバリ(1010) + ライバード(220)
		Gen:T-02 シロカバネ(620) = ヤミトバリ(1010) + ボルカノン(230)
		Gen:T-02 シロカバネ(620) = ヤミトバリ(1010) + サラブレイズ(240)
		Gen:T-02 シロカバネ(620) = モグルン(1220) + ボルカイザー(10)
		Gen:T-02 シロカバネ(620) = モグルン(1220) + シヴァ(30)
		Gen:T-02 シロカバネ(620) = メルパカ(890) + ホルス(370)
		Gen:T-02 シロカバネ(620) = メルパカ(890) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = メルパカ(890) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = メルパカ(890) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = メルパカ(890) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = メリポップ(1190) + ベイントール(70)
		Gen:T-02 シロカバネ(620) = メリポップ(1190) + ゼノグリフ(60)
		Gen:T-02 シロカバネ(620) = メリポップ(1190) + スザク(50)
		Gen:T-02 シロカバネ(620) = メリポップ(1190) + シヴァ(30)
		Gen:T-02 シロカバネ(620) = ムラクモ(980) + リリクイン(250)
		Gen:T-02 シロカバネ(620) = ムラクモ(980) + ペコドン(280)
		Gen:T-02 シロカバネ(620) = ムラクモ(980) + パリピドン(270)
		Gen:T-02 シロカバネ(620) = ムラクモ(980) + デスティング(260)
		Gen:T-02 シロカバネ(620) = ムラクモ(980) + サラブレイズ(240)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + レヴィドラ(310)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = ミルカルビ(910) + アグニドラ(315)
		Gen:T-02 シロカバネ(620) = ミステリア(1110) + ボルゼクス(140)
		Gen:T-02 シロカバネ(620) = ミステリア(1110) + ツンドラー(130)
		Gen:T-02 シロカバネ(620) = ミステリア(1110) + ジオラーヴァ(150)
		Gen:T-02 シロカバネ(620) = ミステリア(1110) + グレイシャル(120)
		Gen:T-02 シロカバネ(620) = マスクロウ(1080) + ボルゼクス(140)
		Gen:T-02 シロカバネ(620) = マスクロウ(1080) + ジオラーヴァ(150)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + レヴィドラ(310)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + ブリザモス(290)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + グランモス(300)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = ベリゴート(930) + アグニドラ(315)
		Gen:T-02 シロカバネ(620) = ブルフェルノ(790) + ヒエティ(460)
		Gen:T-02 シロカバネ(620) = ブルフェルノ(790) + シルキーヌ(450)
		Gen:T-02 シロカバネ(620) = ブルフェルノ(790) + ササゾー(430)
		Gen:T-02 シロカバネ(620) = ブルフェルノ(790) + アルパオー(470)
		Gen:T-02 シロカバネ(620) = ブルフェルノ(790) + アルパオー(440)
		Gen:T-02 シロカバネ(620) = フラリーナ(780) + ヒエティ(480)
		Gen:T-02 シロカバネ(620) = フラリーナ(780) + ヒエティ(460)
		Gen:T-02 シロカバネ(620) = フラリーナ(780) + シルキーヌ(450)
		Gen:T-02 シロカバネ(620) = フラリーナ(780) + アルパオー(470)
		Gen:T-02 シロカバネ(620) = フラリーナ(780) + アルパオー(440)
		Gen:T-02 シロカバネ(620) = フブキツネ(760) + ヒエティ(480)
		Gen:T-02 シロカバネ(620) = フブキツネ(760) + ヒエティ(460)
		Gen:T-02 シロカバネ(620) = フブキツネ(760) + パピテフ(490)
		Gen:T-02 シロカバネ(620) = フブキツネ(760) + アルパオー(470)
		Gen:T-02 シロカバネ(620) = フブキツネ(760) + アズレーン(500)
		Gen:T-02 シロカバネ(620) = フォレーナ(1160) + ベイントール(70)
		Gen:T-02 シロカバネ(620) = フォレーナ(1160) + ゼノグリフ(60)
		Gen:T-02 シロカバネ(620) = フォレーナ(1160) + セイントール(80)
		Gen:T-02 シロカバネ(620) = フォレーナ(1160) + ジェットラン(90)
		Gen:T-02 シロカバネ(620) = フォレーナ(1160) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = フェザーロ(1020) + リリクイン(210)
		Gen:T-02 シロカバネ(620) = フェザーロ(1020) + ライバード(220)
		Gen:T-02 シロカバネ(620) = フェザーロ(1020) + ボルカノン(230)
		Gen:T-02 シロカバネ(620) = フェザーロ(1020) + サラブレイズ(240)
		Gen:T-02 シロカバネ(620) = フェザーロ(1020) + エレパンダ(200)
		Gen:T-02 シロカバネ(620) = ビリビリリュー(810) + ホークウィン(420)
		Gen:T-02 シロカバネ(620) = ビリビリリュー(810) + ドンモップ(410)
		Gen:T-02 シロカバネ(620) = ビリビリリュー(810) + シルキーヌ(450)
		Gen:T-02 シロカバネ(620) = ビリビリリュー(810) + ササゾー(430)
		Gen:T-02 シロカバネ(620) = ビリビリリュー(810) + アルパオー(440)
		Gen:T-02 シロカバネ(620) = ヒノコジカ(1155) + ベイントール(70)
		Gen:T-02 シロカバネ(620) = ヒノコジカ(1155) + ゼノグリフ(60)
		Gen:T-02 シロカバネ(620) = ヒノコジカ(1155) + セイントール(80)
		Gen:T-02 シロカバネ(620) = ヒノコジカ(1155) + ジェットラン(90)
		Gen:T-02 シロカバネ(620) = ヒノコジカ(1155) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = ビーナイト(1070) + ヘルガルダ(190)
		Gen:T-02 シロカバネ(620) = ビーナイト(1070) + ジオラーヴァ(150)
		Gen:T-02 シロカバネ(620) = ニャンバット(750) + ヒエティ(480)
		Gen:T-02 シロカバネ(620) = ニャンバット(750) + パピテフ(490)
		Gen:T-02 シロカバネ(620) = ニャンバット(750) + ニャンギマリ(510)
		Gen:T-02 シロカバネ(620) = ニャンバット(750) + アルパオー(470)
		Gen:T-02 シロカバネ(620) = ニャンバット(750) + アズレーン(500)
		Gen:T-02 シロカバネ(620) = ナエモチ(1240) + ボルカイザー(10)
		Gen:T-02 シロカバネ(620) = ドリタス(850) + ホルス(370)
		Gen:T-02 シロカバネ(620) = ドリタス(850) + ドンモップ(410)
		Gen:T-02 シロカバネ(620) = ドリタス(850) + ササゾー(390)
		Gen:T-02 シロカバネ(620) = ドリタス(850) + イグニクス(380)
		Gen:T-02 シロカバネ(620) = トドドドン(895) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = トドドドン(895) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = トドドドン(895) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = トドドドン(895) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = トドドドン(895) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = ツララジカ(880) + ホルス(370)
		Gen:T-02 シロカバネ(620) = ツララジカ(880) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = ツララジカ(880) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = ツララジカ(880) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = ツララジカ(880) + イグニクス(380)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + レヴィドラ(310)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + グランモス(300)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = ツノガミ(920) + アグニドラ(315)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + ボルカノン(320)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + フェスキー(350)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + サラブレイズ(360)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + グラクレス(340)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + クインビーナ(330)
		Gen:T-02 シロカバネ(620) = ツノガミ(900) + アグニドラ(315)
		Gen:T-02 シロカバネ(620) = ツキカゲ(950) + レヴィドラ(310)
		Gen:T-02 シロカバネ(620) = ツキカゲ(950) + ペコドン(280)
		Gen:T-02 シロカバネ(620) = ツキカゲ(950) + ブリザモス(290)
		Gen:T-02 シロカバネ(620) = ツキカゲ(950) + パリピドン(270)
		Gen:T-02 シロカバネ(620) = ツキカゲ(950) + グランモス(300)
		Gen:T-02 シロカバネ(620) = ダリザード(1140) + セイントール(80)
		Gen:T-02 シロカバネ(620) = ダリザード(1140) + ジェットラン(90)
		Gen:T-02 シロカバネ(620) = ダリザード(1140) + グレイシャル(120)
		Gen:T-02 シロカバネ(620) = ダリザード(1140) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = ダリザード(1120) + ボルゼクス(140)
		Gen:T-02 シロカバネ(620) = ダリザード(1120) + ツンドラー(130)
		Gen:T-02 シロカバネ(620) = ダリザード(1120) + グレイシャル(120)
		Gen:T-02 シロカバネ(620) = ダリザード(1120) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = ソルレイス(1150) + ベイントール(70)
		Gen:T-02 シロカバネ(620) = ソルレイス(1150) + セイントール(80)
		Gen:T-02 シロカバネ(620) = ソルレイス(1150) + ジェットラン(90)
		Gen:T-02 シロカバネ(620) = ソルレイス(1150) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = シラヌイ(830) + ホークウィン(420)
		Gen:T-02 シロカバネ(620) = シラヌイ(830) + ドンモップ(410)
		Gen:T-02 シロカバネ(620) = シラヌイ(830) + ササゾー(430)
		Gen:T-02 シロカバネ(620) = シラヌイ(830) + ササゾー(390)
		Gen:T-02 シロカバネ(620) = シャーマンダー(1100) + ボルゼクス(140)
		Gen:T-02 シロカバネ(620) = シャーマンダー(1100) + ツンドラー(130)
		Gen:T-02 シロカバネ(620) = シャーマンダー(1100) + ジオラーヴァ(150)
		Gen:T-02 シロカバネ(620) = シャーマンダー(1100) + グレイシャル(120)
		Gen:T-02 シロカバネ(620) = シャーキッド(1090) + ボルゼクス(140)
		Gen:T-02 シロカバネ(620) = シャーキッド(1090) + ツンドラー(130)
		Gen:T-02 シロカバネ(620) = シャーキッド(1090) + ジオラーヴァ(150)
		Gen:T-02 シロカバネ(620) = サンドロ(1000) + リリクイン(250)
		Gen:T-02 シロカバネ(620) = サンドロ(1000) + ライバード(220)
		Gen:T-02 シロカバネ(620) = サンドロ(1000) + ボルカノン(230)
		Gen:T-02 シロカバネ(620) = サンドロ(1000) + デスティング(260)
		Gen:T-02 シロカバネ(620) = サンドロ(1000) + サラブレイズ(240)
		Gen:T-02 シロカバネ(620) = ゴリレイジ(1040) + リリクイン(210)
		Gen:T-02 シロカバネ(620) = ゴリレイジ(1040) + ライバード(220)
		Gen:T-02 シロカバネ(620) = ゴリレイジ(1040) + ヘルガルダ(190)
		Gen:T-02 シロカバネ(620) = ゴリレイジ(1040) + エレパンダ(200)
		Gen:T-02 シロカバネ(620) = カミナラシ(1210) + ボルカイザー(10)
		Gen:T-02 シロカバネ(620) = カミナラシ(1210) + スザク(50)
		Gen:T-02 シロカバネ(620) = カミナラシ(1210) + シヴァ(30)
		Gen:T-02 シロカバネ(620) = ガウルフ(1060) + ヘルガルダ(190)
		Gen:T-02 シロカバネ(620) = ガウルフ(1060) + エレパンダ(200)
		Gen:T-02 シロカバネ(620) = オコチョ(800) + ホークウィン(420)
		Gen:T-02 シロカバネ(620) = オコチョ(800) + ヒエティ(460)
		Gen:T-02 シロカバネ(620) = オコチョ(800) + シルキーヌ(450)
		Gen:T-02 シロカバネ(620) = オコチョ(800) + ササゾー(430)
		Gen:T-02 シロカバネ(620) = オコチョ(800) + アルパオー(440)
		Gen:T-02 シロカバネ(620) = エテッパ(1250) + ボルカイザー(10)
		Gen:T-02 シロカバネ(620) = エアムルグ(1030) + リリクイン(210)
		Gen:T-02 シロカバネ(620) = エアムルグ(1030) + ライバード(220)
		Gen:T-02 シロカバネ(620) = エアムルグ(1030) + ボルカノン(230)
		Gen:T-02 シロカバネ(620) = エアムルグ(1030) + ヘルガルダ(190)
		Gen:T-02 シロカバネ(620) = エアムルグ(1030) + エレパンダ(200)
		Gen:T-02 シロカバネ(620) = イノボウ(1130) + ツンドラー(130)
		Gen:T-02 シロカバネ(620) = イノボウ(1130) + ジェットラン(90)
		Gen:T-02 シロカバネ(620) = イノボウ(1130) + グレイシャル(120)
		Gen:T-02 シロカバネ(620) = イノボウ(1130) + グレイシャドウ(100)
		Gen:T-02 シロカバネ(620) = アロアリュー(820) + ホークウィン(420)
		Gen:T-02 シロカバネ(620) = アロアリュー(820) + ドンモップ(410)
		Gen:T-02 シロカバネ(620) = アロアリュー(820) + ササゾー(430)
		Gen:T-02 シロカバネ(620) = アロアリュー(820) + アルパオー(440)
		Gen:T-02 シルフィア(540) = ルミカイト(870) + リリクイン(210)
		Gen:T-02 シルフィア(540) = ルミカイト(870) + ライバード(220)
		Gen:T-02 シルフィア(540) = ルミカイト(870) + エレパンダ(200)
		Gen:T-02 シルフィア(540) = ラベロット(990) + セイントール(80)
		Gen:T-02 シルフィア(540) = ラベロット(990) + ジェットラン(90)
		Gen:T-02 シルフィア(540) = ラベロット(990) + グレイシャドウ(100)
		Gen:T-02 シルフィア(540) = ラブラドン(860) + リリクイン(210)
		Gen:T-02 シルフィア(540) = ラブラドン(860) + ライバード(220)
		Gen:T-02 シルフィア(540) = ラブラドン(860) + ボルカノン(230)
		Gen:T-02 シルフィア(540) = ラブマンダー(940) + ボルゼクス(140)
		Gen:T-02 シルフィア(540) = ラブマンダー(940) + ツンドラー(130)
		Gen:T-02 シルフィア(540) = ラブマンダー(940) + ジオラーヴァ(150)
		Gen:T-02 シルフィア(540) = ヤミトバリ(1010) + ベイントール(70)
		Gen:T-02 シルフィア(540) = ヤミトバリ(1010) + ゼノグリフ(60)
		Gen:T-02 シルフィア(540) = ヤミトバリ(1010) + セイントール(80)
		Gen:T-02 シルフィア(540) = メルパカ(890) + ヘルガルダ(190)
		Gen:T-02 シルフィア(540) = メルパカ(890) + エレパンダ(200)
