ルミカイト to アヌビス, maxgen = 2
	Gen:T-01 ヴィオレッタ(1050) = ヒノコジカ(1155) + ツキカゲ(950)
	Gen:T-01 ヴィオレッタ(1050) = ビーナイト(1070) + エアムルグ(1030)
	Gen:T-01 ヴィオレッタ(1050) = ニャンバット(750) + ペンタマ(1350)
	Gen:T-01 ヴィオレッタ(1050) = ドリタス(850) + エテッパ(1250)
	Gen:T-01 ヴィオレッタ(1050) = トドドドン(895) + カミナラシ(1210)
	Gen:T-01 ヴィオレッタ(1050) = ツララジカ(880) + モグルン(1220)
	Gen:T-01 ヴィオレッタ(1050) = ツノガミ(920) + ルナティ(1180)
	Gen:T-01 ヴィオレッタ(1050) = ツジギリ(640) + ミルフィー(1455)
	Gen:T-01 ヴィオレッタ(1050) = ツジギリ(640) + ツッパニャン(1460)
	Gen:T-01 ヴィオレッタ(1050) = ツキカゲ(950) + ヒノコジカ(1155)
	Gen:T-01 ヴィオレッタ(1050) = ツキカゲ(950) + ソルレイス(1150)
	Gen:T-01 ヴィオレッタ(1050) = ダリザード(1120) + ムラクモ(980)
	Gen:T-01 ヴィオレッタ(1050) = ソルレイス(1150) + ツキカゲ(950)
	Gen:T-01 ヴィオレッタ(1050) = シロカバネ(620) + ニャオテト(1480)
	Gen:T-01 ヴィオレッタ(1050) = シラヌイ(830) + マグピス(1270)
	Gen:T-01 ヴィオレッタ(1050) = シャーマンダー(1100) + サンドロ(1000)
	Gen:T-01 ヴィオレッタ(1050) = シャーキッド(1090) + ヤミトバリ(1010)
	Gen:T-01 ヴィオレッタ(1050) = サンドロ(1000) + シャーマンダー(1100)
	Gen:T-01 ヴィオレッタ(1050) = ゴリレイジ(1040) + ガウルフ(1060)
	Gen:T-01 ヴィオレッタ(1050) = ゴクエンオ(710) + ホウロック(1390)
	Gen:T-01 ヴィオレッタ(1050) = ゴクエンオ(670) + クルリス(1430)
	Gen:T-01 ヴィオレッタ(1050) = ゴクエンオ(670) + オバケナワ(1422)
	Gen:T-01 ヴィオレッタ(1050) = クレメーオ(700) + ラヴィ(1405)
	Gen:T-01 ヴィオレッタ(1050) = クレメーオ(700) + キツネビ(1400)
	Gen:T-01 ヴィオレッタ(1050) = カバネドリ(660) + チルテト(1440)
	Gen:T-01 ヴィオレッタ(1050) = ガウルフ(1060) + ゴリレイジ(1040)
	Gen:T-01 ヴィオレッタ(1050) = エアムルグ(1030) + ビーナイト(1070)
	Gen:T-01 ヴィオレッタ(1050) = ヴィオレッタ(1050) + ヴィオレッタ(1050)
	Gen:T-01 ヴィオレッタ(1050) = イヌズマ(740) + コチグリ(1360)
	Gen:T-01 ヴィオレッタ(1050) = アロアリュー(820) + ポプリーナ(1280)
	Gen:T-01 イノボウ(1130) = ルミカイト(870) + ンダコアラ(1380)
	Gen:T-01 イノボウ(1130) = ルミカイト(870) + ホウロック(1390)
	Gen:T-01 イノボウ(1130) = ルミカイト(870) + キツネビ(1400)
	Gen:T-01 イノボウ(1130) = ルナティ(1180) + マスクロウ(1080)
	Gen:T-01 イノボウ(1130) = ルナティ(1180) + ビーナイト(1070)
	Gen:T-01 イノボウ(1130) = ルナティ(1180) + シャーキッド(1090)
	Gen:T-01 イノボウ(1130) = ラベロット(990) + マグピス(1270)
	Gen:T-01 イノボウ(1130) = ラベロット(990) + ポプリーナ(1280)
	Gen:T-01 イノボウ(1130) = ラベロット(990) + ケルピス(1260)
	Gen:T-01 イノボウ(1130) = ラブラドン(860) + ラヴィ(1405)
	Gen:T-01 イノボウ(1130) = ラブラドン(860) + ボルトラ(1410)
	Gen:T-01 イノボウ(1130) = ラブラドン(860) + ホウロック(1390)
	Gen:T-01 イノボウ(1130) = ラブラドン(860) + キツネビ(1400)
	Gen:T-01 イノボウ(1130) = ラブラドン(840) + ボルトラ(1410)
	Gen:T-01 イノボウ(1130) = ラブラドン(840) + シメナワ(1420)
	Gen:T-01 イノボウ(1130) = ラブラドン(840) + クルリス(1430)
	Gen:T-01 イノボウ(1130) = ラブラドン(840) + オバケナワ(1422)
	Gen:T-01 イノボウ(1130) = ラブマンダー(940) + ヒメウサ(1310)
	Gen:T-01 イノボウ(1130) = ラブマンダー(940) + カモノスケ(1330)
	Gen:T-01 イノボウ(1130) = ラブマンダー(940) + イバラヒメ(1320)
	Gen:T-01 イノボウ(1130) = ヤミトバリ(1010) + ナエモチ(1240)
	Gen:T-01 イノボウ(1130) = ヤミトバリ(1010) + ケルピス(1260)
	Gen:T-01 イノボウ(1130) = ヤミトバリ(1010) + エテッパ(1250)
	Gen:T-01 イノボウ(1130) = メルパカ(890) + ンダコアラ(1380)
	Gen:T-01 イノボウ(1130) = メルパカ(890) + パチグリ(1370)
	Gen:T-01 イノボウ(1130) = メルパカ(890) + コチグリ(1360)
	Gen:T-01 イノボウ(1130) = メリポップ(1190) + マスクロウ(1080)
	Gen:T-01 イノボウ(1130) = メリポップ(1190) + ビーナイト(1070)
	Gen:T-01 イノボウ(1130) = メリポップ(1190) + ガウルフ(1060)
	Gen:T-01 イノボウ(1130) = ムラクモ(980) + ヤミイカ(1290)
	Gen:T-01 イノボウ(1130) = ムラクモ(980) + マグピス(1270)
	Gen:T-01 イノボウ(1130) = ムラクモ(980) + ポプリーナ(1280)
	Gen:T-01 イノボウ(1130) = ミルカルビ(910) + ペンタマ(1350)
	Gen:T-01 イノボウ(1130) = ミルカルビ(910) + コチグリ(1360)
	Gen:T-01 イノボウ(1130) = ミルカルビ(910) + クルットリ(1340)
	Gen:T-01 イノボウ(1130) = ミステリア(1110) + フォレーナ(1160)
	Gen:T-01 イノボウ(1130) = ミステリア(1110) + ダリザード(1140)
	Gen:T-01 イノボウ(1130) = ミステリア(1110) + ソルレイス(1150)
	Gen:T-01 イノボウ(1130) = マスクロウ(1080) + ルナティ(1180)
	Gen:T-01 イノボウ(1130) = マスクロウ(1080) + メリポップ(1190)
	Gen:T-01 イノボウ(1130) = ベリゴート(930) + クルットリ(1340)
	Gen:T-01 イノボウ(1130) = ベリゴート(930) + カモノスケ(1330)
	Gen:T-01 イノボウ(1130) = ベリゴート(930) + イバラヒメ(1320)
	Gen:T-01 イノボウ(1130) = ブルフェルノ(790) + モコロン(1470)
	Gen:T-01 イノボウ(1130) = ブルフェルノ(790) + ニャオテト(1480)
	Gen:T-01 イノボウ(1130) = ブルフェルノ(790) + ツッパニャン(1460)
	Gen:T-01 イノボウ(1130) = フラリーナ(780) + モコロン(1470)
	Gen:T-01 イノボウ(1130) = フラリーナ(780) + ニャオテト(1480)
	Gen:T-01 イノボウ(1130) = フラリーナ(780) + チョロゾウ(1490)
	Gen:T-01 イノボウ(1130) = フブキツネ(760) + チョロゾウ(1490)
	Gen:T-01 イノボウ(1130) = フブキツネ(760) + タマコッコ(1500)
	Gen:T-01 イノボウ(1130) = フォレーナ(1160) + ミステリア(1110)
	Gen:T-01 イノボウ(1130) = フォレーナ(1160) + シャーマンダー(1100)
	Gen:T-01 イノボウ(1130) = フォレーナ(1160) + シャーキッド(1090)
	Gen:T-01 イノボウ(1130) = フェザーロ(1020) + ネムラム(1230)
	Gen:T-01 イノボウ(1130) = フェザーロ(1020) + ナエモチ(1240)
	Gen:T-01 イノボウ(1130) = フェザーロ(1020) + エテッパ(1250)
	Gen:T-01 イノボウ(1130) = ビリビリリュー(810) + ミルフィー(1455)
	Gen:T-01 イノボウ(1130) = ビリビリリュー(810) + ツッパニャン(1460)
	Gen:T-01 イノボウ(1130) = ビリビリリュー(810) + チルテト(1440)
	Gen:T-01 イノボウ(1130) = ビリビリリュー(810) + タマモ(1450)
	Gen:T-01 イノボウ(1130) = ヒノコジカ(1155) + シャーマンダー(1100)
	Gen:T-01 イノボウ(1130) = ビーナイト(1070) + ルナティ(1180)
	Gen:T-01 イノボウ(1130) = ビーナイト(1070) + メリポップ(1190)
	Gen:T-01 イノボウ(1130) = ニャンバット(750) + タマコッコ(1500)
	Gen:T-01 イノボウ(1130) = ドリタス(850) + ラヴィ(1405)
	Gen:T-01 イノボウ(1130) = ドリタス(850) + ボルトラ(1410)
	Gen:T-01 イノボウ(1130) = ドリタス(850) + シメナワ(1420)
	Gen:T-01 イノボウ(1130) = ドリタス(850) + キツネビ(1400)
	Gen:T-01 イノボウ(1130) = トドドドン(895) + パチグリ(1370)
	Gen:T-01 イノボウ(1130) = トドドドン(895) + コチグリ(1360)
	Gen:T-01 イノボウ(1130) = ツララジカ(880) + ンダコアラ(1380)
	Gen:T-01 イノボウ(1130) = ツララジカ(880) + ホウロック(1390)
	Gen:T-01 イノボウ(1130) = ツララジカ(880) + パチグリ(1370)
	Gen:T-01 イノボウ(1130) = ツノガミ(920) + ペンタマ(1350)
	Gen:T-01 イノボウ(1130) = ツノガミ(920) + クルットリ(1340)
	Gen:T-01 イノボウ(1130) = ツノガミ(920) + カモノスケ(1330)
	Gen:T-01 イノボウ(1130) = ツノガミ(900) + ペンタマ(1350)
	Gen:T-01 イノボウ(1130) = ツノガミ(900) + パチグリ(1370)
	Gen:T-01 イノボウ(1130) = ツノガミ(900) + コチグリ(1360)
	Gen:T-01 イノボウ(1130) = ツキカゲ(950) + ヒメウサ(1310)
	Gen:T-01 イノボウ(1130) = ツキカゲ(950) + コモップ(1300)
	Gen:T-01 イノボウ(1130) = ツキカゲ(950) + イバラヒメ(1320)
	Gen:T-01 イノボウ(1130) = ダリザード(1140) + ミステリア(1110)
	Gen:T-01 イノボウ(1130) = ダリザード(1140) + ダリザード(1120)
	Gen:T-01 イノボウ(1130) = ダリザード(1140) + イノボウ(1130)
	Gen:T-01 イノボウ(1130) = ダリザード(1120) + ダリザード(1140)
	Gen:T-01 イノボウ(1130) = ダリザード(1120) + ソルレイス(1150)
	Gen:T-01 イノボウ(1130) = ダリザード(1120) + イノボウ(1130)
	Gen:T-01 イノボウ(1130) = ソルレイス(1150) + ミステリア(1110)
	Gen:T-01 イノボウ(1130) = ソルレイス(1150) + ダリザード(1120)
	Gen:T-01 イノボウ(1130) = ソルレイス(1150) + シャーマンダー(1100)
	Gen:T-01 イノボウ(1130) = シラヌイ(830) + チルテト(1440)
	Gen:T-01 イノボウ(1130) = シラヌイ(830) + シメナワ(1420)
	Gen:T-01 イノボウ(1130) = シラヌイ(830) + クルリス(1430)
	Gen:T-01 イノボウ(1130) = シラヌイ(830) + オバケナワ(1422)
	Gen:T-01 イノボウ(1130) = シャーマンダー(1100) + フォレーナ(1160)
	Gen:T-01 イノボウ(1130) = シャーマンダー(1100) + ヒノコジカ(1155)
	Gen:T-01 イノボウ(1130) = シャーマンダー(1100) + ソルレイス(1150)
	Gen:T-01 イノボウ(1130) = シャーキッド(1090) + ルナティ(1180)
	Gen:T-01 イノボウ(1130) = シャーキッド(1090) + フォレーナ(1160)
	Gen:T-01 イノボウ(1130) = サンドロ(1000) + マグピス(1270)
	Gen:T-01 イノボウ(1130) = サンドロ(1000) + ケルピス(1260)
	Gen:T-01 イノボウ(1130) = サンドロ(1000) + エテッパ(1250)
	Gen:T-01 イノボウ(1130) = ゴリレイジ(1040) + モグルン(1220)
	Gen:T-01 イノボウ(1130) = ゴリレイジ(1040) + ネムラム(1230)
	Gen:T-01 イノボウ(1130) = ゴリレイジ(1040) + カミナラシ(1210)
	Gen:T-01 イノボウ(1130) = ガウルフ(1060) + メリポップ(1190)
	Gen:T-01 イノボウ(1130) = ガウルフ(1060) + カミナラシ(1210)
	Gen:T-01 イノボウ(1130) = エアムルグ(1030) + モグルン(1220)
	Gen:T-01 イノボウ(1130) = エアムルグ(1030) + ネムラム(1230)
	Gen:T-01 イノボウ(1130) = エアムルグ(1030) + ナエモチ(1240)
	Gen:T-01 イノボウ(1130) = ヴィオレッタ(1050) + モグルン(1220)
	Gen:T-01 イノボウ(1130) = ヴィオレッタ(1050) + カミナラシ(1210)
	Gen:T-01 イノボウ(1130) = イノボウ(1130) + ダリザード(1140)
	Gen:T-01 イノボウ(1130) = イノボウ(1130) + ダリザード(1120)
	Gen:T-01 イノボウ(1130) = イノボウ(1130) + イノボウ(1130)
	Gen:T-01 イノボウ(1130) = アロアリュー(820) + チルテト(1440)
	Gen:T-01 イノボウ(1130) = アロアリュー(820) + タマモ(1450)
	Gen:T-01 イノボウ(1130) = アロアリュー(820) + クルリス(1430)
	Gen:T-01 イヌズマ(740) = ルミカイト(870) + ヘルゴート(590)
	Gen:T-01 イヌズマ(740) = ルミカイト(870) + アビスゴート(580)
	Gen:T-01 イヌズマ(740) = ルナティ(1180) + ブリザモス(290)
	Gen:T-01 イヌズマ(740) = ルナティ(1180) + パリピドン(270)
	Gen:T-01 イヌズマ(740) = ルナティ(1180) + グランモス(300)
	Gen:T-01 イヌズマ(740) = ラベロット(990) + ヒエティ(480)
	Gen:T-01 イヌズマ(740) = ラベロット(990) + ヒエティ(460)
	Gen:T-01 イヌズマ(740) = ラベロット(990) + パピテフ(490)
	Gen:T-01 イヌズマ(740) = ラベロット(990) + アルパオー(470)
	Gen:T-01 イヌズマ(740) = ラブラドン(860) + ヘルゴート(590)
	Gen:T-01 イヌズマ(740) = ラブラドン(860) + シロカバネ(620)
	Gen:T-01 イヌズマ(740) = ラブラドン(840) + ツジギリ(640)
	Gen:T-01 イヌズマ(740) = ラブラドン(840) + シロカバネ(620)
	Gen:T-01 イヌズマ(740) = ラブマンダー(940) + ニャンギマリ(510)
	Gen:T-01 イヌズマ(740) = ラブマンダー(940) + シルフィア(540)
	Gen:T-01 イヌズマ(740) = ラブマンダー(940) + シルティア(530)
	Gen:T-01 イヌズマ(740) = ラブマンダー(940) + キャプペン(520)
	Gen:T-01 イヌズマ(740) = ライコーン(680) + ブルフェルノ(790)
	Gen:T-01 イヌズマ(740) = ライコーン(680) + フラリーナ(780)
	Gen:T-01 イヌズマ(740) = ライコーン(680) + オコチョ(800)
	Gen:T-01 イヌズマ(740) = ヤミトバリ(1010) + ヒエティ(460)
	Gen:T-01 イヌズマ(740) = ヤミトバリ(1010) + シルキーヌ(450)
	Gen:T-01 イヌズマ(740) = ヤミトバリ(1010) + アルパオー(470)
	Gen:T-01 イヌズマ(740) = ヤミトバリ(1010) + アルパオー(440)
	Gen:T-01 イヌズマ(740) = メルパカ(890) + ヘルゴート(590)
	Gen:T-01 イヌズマ(740) = メルパカ(890) + シーペント(560)
	Gen:T-01 イヌズマ(740) = メルパカ(890) + アビスゴート(580)
	Gen:T-01 イヌズマ(740) = メルパカ(890) + アヌビス(570)
	Gen:T-01 イヌズマ(740) = メリポップ(1190) + ペコドン(280)
	Gen:T-01 イヌズマ(740) = メリポップ(1190) + ブリザモス(290)
	Gen:T-01 イヌズマ(740) = メリポップ(1190) + パリピドン(270)
	Gen:T-01 イヌズマ(740) = メリポップ(1190) + デスティング(260)
	Gen:T-01 イヌズマ(740) = ムラクモ(980) + ヒエティ(480)
	Gen:T-01 イヌズマ(740) = ムラクモ(980) + パピテフ(490)
	Gen:T-01 イヌズマ(740) = ムラクモ(980) + アルパオー(470)
	Gen:T-01 イヌズマ(740) = ムラクモ(980) + アズレーン(500)
	Gen:T-01 イヌズマ(740) = ミルカルビ(910) + スナペント(550)
	Gen:T-01 イヌズマ(740) = ミルカルビ(910) + シルフィア(540)
	Gen:T-01 イヌズマ(740) = ミルカルビ(910) + シーペント(560)
	Gen:T-01 イヌズマ(740) = ミルカルビ(910) + アヌビス(570)
	Gen:T-01 イヌズマ(740) = ミステリア(1110) + ホルス(370)
	Gen:T-01 イヌズマ(740) = ミステリア(1110) + フェスキー(350)
	Gen:T-01 イヌズマ(740) = ミステリア(1110) + サラブレイズ(360)
	Gen:T-01 イヌズマ(740) = ミステリア(1110) + グラクレス(340)
	Gen:T-01 イヌズマ(740) = マスクロウ(1080) + ホルス(370)
	Gen:T-01 イヌズマ(740) = マスクロウ(1080) + ササゾー(390)
	Gen:T-01 イヌズマ(740) = マスクロウ(1080) + イグニクス(380)
	Gen:T-01 イヌズマ(740) = ヘルゴート(590) + ルミカイト(870)
	Gen:T-01 イヌズマ(740) = ヘルゴート(590) + ラブラドン(860)
	Gen:T-01 イヌズマ(740) = ヘルゴート(590) + メルパカ(890)
	Gen:T-01 イヌズマ(740) = ヘルゴート(590) + トドドドン(895)
	Gen:T-01 イヌズマ(740) = ヘルゴート(590) + ツララジカ(880)
	Gen:T-01 イヌズマ(740) = ベリゴート(930) + スナペント(550)
	Gen:T-01 イヌズマ(740) = ベリゴート(930) + シルフィア(540)
	Gen:T-01 イヌズマ(740) = ベリゴート(930) + シルティア(530)
	Gen:T-01 イヌズマ(740) = ベリゴート(930) + キャプペン(520)
	Gen:T-01 イヌズマ(740) = ブルフェルノ(790) + ライコーン(680)
	Gen:T-01 イヌズマ(740) = ブルフェルノ(790) + ゴクエンオ(670)
	Gen:T-01 イヌズマ(740) = ブルフェルノ(790) + カバネドリ(660)
	Gen:T-01 イヌズマ(740) = フラリーナ(780) + ライコーン(680)
	Gen:T-01 イヌズマ(740) = フラリーナ(780) + ゴクエンオ(670)
	Gen:T-01 イヌズマ(740) = フラリーナ(780) + クレメーオ(700)
	Gen:T-01 イヌズマ(740) = フブキツネ(760) + ゴクエンオ(710)
	Gen:T-01 イヌズマ(740) = フブキツネ(760) + クレメーオ(700)
	Gen:T-01 イヌズマ(740) = フォレーナ(1160) + レヴィドラ(310)
	Gen:T-01 イヌズマ(740) = フォレーナ(1160) + ボルカノン(320)
	Gen:T-01 イヌズマ(740) = フォレーナ(1160) + ブリザモス(290)
	Gen:T-01 イヌズマ(740) = フォレーナ(1160) + グランモス(300)
	Gen:T-01 イヌズマ(740) = フォレーナ(1160) + アグニドラ(315)
	Gen:T-01 イヌズマ(740) = フェザーロ(1020) + ヒエティ(460)
	Gen:T-01 イヌズマ(740) = フェザーロ(1020) + シルキーヌ(450)
	Gen:T-01 イヌズマ(740) = フェザーロ(1020) + ササゾー(430)
	Gen:T-01 イヌズマ(740) = フェザーロ(1020) + アルパオー(440)
	Gen:T-01 イヌズマ(740) = ビリビリリュー(810) + ツジギリ(640)
	Gen:T-01 イヌズマ(740) = ビリビリリュー(810) + ゴクエンオ(670)
	Gen:T-01 イヌズマ(740) = ビリビリリュー(810) + カバネドリ(660)
	Gen:T-01 イヌズマ(740) = ヒノコジカ(1155) + レヴィドラ(310)
	Gen:T-01 イヌズマ(740) = ヒノコジカ(1155) + ボルカノン(320)
	Gen:T-01 イヌズマ(740) = ヒノコジカ(1155) + グランモス(300)
	Gen:T-01 イヌズマ(740) = ヒノコジカ(1155) + クインビーナ(330)
	Gen:T-01 イヌズマ(740) = ヒノコジカ(1155) + アグニドラ(315)
	Gen:T-01 イヌズマ(740) = ヒエティ(480) + ラベロット(990)
	Gen:T-01 イヌズマ(740) = ヒエティ(480) + ムラクモ(980)
	Gen:T-01 イヌズマ(740) = ヒエティ(480) + サンドロ(1000)
	Gen:T-01 イヌズマ(740) = ヒエティ(460) + ラベロット(990)
	Gen:T-01 イヌズマ(740) = ヒエティ(460) + ヤミトバリ(1010)
	Gen:T-01 イヌズマ(740) = ヒエティ(460) + フェザーロ(1020)
	Gen:T-01 イヌズマ(740) = ヒエティ(460) + サンドロ(1000)
	Gen:T-01 イヌズマ(740) = ビーナイト(1070) + ドンモップ(410)
	Gen:T-01 イヌズマ(740) = ビーナイト(1070) + ササゾー(390)
	Gen:T-01 イヌズマ(740) = ビーナイト(1070) + イグニクス(380)
	Gen:T-01 イヌズマ(740) = ニャンバット(750) + ゴクエンオ(710)
	Gen:T-01 イヌズマ(740) = ニャンバット(750) + クレメーオ(700)
	Gen:T-01 イヌズマ(740) = ニャンギマリ(510) + ラブマンダー(940)
	Gen:T-01 イヌズマ(740) = ニャンギマリ(510) + ツキカゲ(950)
	Gen:T-01 イヌズマ(740) = ドリタス(850) + シロカバネ(620)
	Gen:T-01 イヌズマ(740) = トドドドン(895) + ヘルゴート(590)
	Gen:T-01 イヌズマ(740) = トドドドン(895) + シーペント(560)
	Gen:T-01 イヌズマ(740) = トドドドン(895) + アビスゴート(580)
	Gen:T-01 イヌズマ(740) = トドドドン(895) + アヌビス(570)
	Gen:T-01 イヌズマ(740) = ツララジカ(880) + ヘルゴート(590)
	Gen:T-01 イヌズマ(740) = ツララジカ(880) + アビスゴート(580)
	Gen:T-01 イヌズマ(740) = ツララジカ(880) + アヌビス(570)
	Gen:T-01 イヌズマ(740) = ツノガミ(920) + スナペント(550)
	Gen:T-01 イヌズマ(740) = ツノガミ(920) + シルフィア(540)
	Gen:T-01 イヌズマ(740) = ツノガミ(920) + シルティア(530)
	Gen:T-01 イヌズマ(740) = ツノガミ(920) + シーペント(560)
	Gen:T-01 イヌズマ(740) = ツノガミ(900) + スナペント(550)
	Gen:T-01 イヌズマ(740) = ツノガミ(900) + シーペント(560)
	Gen:T-01 イヌズマ(740) = ツノガミ(900) + アビスゴート(580)
	Gen:T-01 イヌズマ(740) = ツノガミ(900) + アヌビス(570)
	Gen:T-01 イヌズマ(740) = ツジギリ(640) + ラブラドン(840)
	Gen:T-01 イヌズマ(740) = ツジギリ(640) + ビリビリリュー(810)
	Gen:T-01 イヌズマ(740) = ツジギリ(640) + シラヌイ(830)
	Gen:T-01 イヌズマ(740) = ツジギリ(640) + アロアリュー(820)
	Gen:T-01 イヌズマ(740) = ツキカゲ(950) + ホークウィン(420)
	Gen:T-01 イヌズマ(740) = ツキカゲ(950) + ニャンギマリ(510)
	Gen:T-01 イヌズマ(740) = ツキカゲ(950) + シルティア(530)
	Gen:T-01 イヌズマ(740) = ツキカゲ(950) + キャプペン(520)
	Gen:T-01 イヌズマ(740) = ツキカゲ(950) + アズレーン(500)
	Gen:T-01 イヌズマ(740) = ダリザード(1140) + レヴィドラ(310)
	Gen:T-01 イヌズマ(740) = ダリザード(1140) + ボルカノン(320)
	Gen:T-01 イヌズマ(740) = ダリザード(1140) + グラクレス(340)
	Gen:T-01 イヌズマ(740) = ダリザード(1140) + クインビーナ(330)
	Gen:T-01 イヌズマ(740) = ダリザード(1140) + アグニドラ(315)
	Gen:T-01 イヌズマ(740) = ダリザード(1120) + フェスキー(350)
	Gen:T-01 イヌズマ(740) = ダリザード(1120) + サラブレイズ(360)
	Gen:T-01 イヌズマ(740) = ダリザード(1120) + グラクレス(340)
	Gen:T-01 イヌズマ(740) = ダリザード(1120) + クインビーナ(330)
	Gen:T-01 イヌズマ(740) = ソルレイス(1150) + レヴィドラ(310)
	Gen:T-01 イヌズマ(740) = ソルレイス(1150) + ボルカノン(320)
	Gen:T-01 イヌズマ(740) = ソルレイス(1150) + グランモス(300)
	Gen:T-01 イヌズマ(740) = ソルレイス(1150) + クインビーナ(330)
	Gen:T-01 イヌズマ(740) = ソルレイス(1150) + アグニドラ(315)
	Gen:T-01 イヌズマ(740) = スナペント(550) + ミルカルビ(910)
	Gen:T-01 イヌズマ(740) = スナペント(550) + ベリゴート(930)
	Gen:T-01 イヌズマ(740) = スナペント(550) + ツノガミ(920)
	Gen:T-01 イヌズマ(740) = スナペント(550) + ツノガミ(900)
	Gen:T-01 イヌズマ(740) = シロカバネ(620) + ラブラドン(860)
	Gen:T-01 イヌズマ(740) = シロカバネ(620) + ラブラドン(840)
	Gen:T-01 イヌズマ(740) = シロカバネ(620) + ドリタス(850)
	Gen:T-01 イヌズマ(740) = シロカバネ(620) + シラヌイ(830)
	Gen:T-01 イヌズマ(740) = シルフィア(540) + ラブマンダー(940)
	Gen:T-01 イヌズマ(740) = シルフィア(540) + ミルカルビ(910)
	Gen:T-01 イヌズマ(740) = シルフィア(540) + ベリゴート(930)
	Gen:T-01 イヌズマ(740) = シルフィア(540) + ツノガミ(920)
	Gen:T-01 イヌズマ(740) = シルティア(530) + ラブマンダー(940)
	Gen:T-01 イヌズマ(740) = シルティア(530) + ベリゴート(930)
	Gen:T-01 イヌズマ(740) = シルティア(530) + ツノガミ(920)
	Gen:T-01 イヌズマ(740) = シルティア(530) + ツキカゲ(950)
	Gen:T-01 イヌズマ(740) = シルキーヌ(450) + ヤミトバリ(1010)
	Gen:T-01 イヌズマ(740) = シルキーヌ(450) + フェザーロ(1020)
	Gen:T-01 イヌズマ(740) = シルキーヌ(450) + サンドロ(1000)
	Gen:T-01 イヌズマ(740) = シルキーヌ(450) + エアムルグ(1030)
	Gen:T-01 イヌズマ(740) = シラヌイ(830) + ツジギリ(640)
	Gen:T-01 イヌズマ(740) = シラヌイ(830) + シロカバネ(620)
	Gen:T-01 イヌズマ(740) = シャーマンダー(1100) + ホルス(370)
	Gen:T-01 イヌズマ(740) = シャーマンダー(1100) + フェスキー(350)
	Gen:T-01 イヌズマ(740) = シャーマンダー(1100) + サラブレイズ(360)
	Gen:T-01 イヌズマ(740) = シャーマンダー(1100) + イグニクス(380)
	Gen:T-01 イヌズマ(740) = シャーキッド(1090) + ホルス(370)
	Gen:T-01 イヌズマ(740) = シャーキッド(1090) + サラブレイズ(360)
	Gen:T-01 イヌズマ(740) = シャーキッド(1090) + ササゾー(390)
	Gen:T-01 イヌズマ(740) = シャーキッド(1090) + イグニクス(380)
	Gen:T-01 イヌズマ(740) = シーペント(560) + メルパカ(890)
	Gen:T-01 イヌズマ(740) = シーペント(560) + ミルカルビ(910)
	Gen:T-01 イヌズマ(740) = シーペント(560) + トドドドン(895)
	Gen:T-01 イヌズマ(740) = シーペント(560) + ツノガミ(920)
	Gen:T-01 イヌズマ(740) = シーペント(560) + ツノガミ(900)
	Gen:T-01 イヌズマ(740) = サンドロ(1000) + ヒエティ(480)
	Gen:T-01 イヌズマ(740) = サンドロ(1000) + ヒエティ(460)
	Gen:T-01 イヌズマ(740) = サンドロ(1000) + シルキーヌ(450)
	Gen:T-01 イヌズマ(740) = サンドロ(1000) + アルパオー(470)
	Gen:T-01 イヌズマ(740) = ゴリレイジ(1040) + ホークウィン(420)
	Gen:T-01 イヌズマ(740) = ゴリレイジ(1040) + ドンモップ(410)
	Gen:T-01 イヌズマ(740) = ゴリレイジ(1040) + ササゾー(430)
	Gen:T-01 イヌズマ(740) = ゴリレイジ(1040) + アルパオー(440)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(710) + フブキツネ(760)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(710) + ニャンバット(750)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(710) + イヌズマ(740)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(670) + ブルフェルノ(790)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(670) + フラリーナ(780)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(670) + ビリビリリュー(810)
	Gen:T-01 イヌズマ(740) = ゴクエンオ(670) + オコチョ(800)
	Gen:T-01 イヌズマ(740) = クレメーオ(700) + フラリーナ(780)
	Gen:T-01 イヌズマ(740) = クレメーオ(700) + フブキツネ(760)
	Gen:T-01 イヌズマ(740) = クレメーオ(700) + ニャンバット(750)
	Gen:T-01 イヌズマ(740) = カバネドリ(660) + ブルフェルノ(790)
	Gen:T-01 イヌズマ(740) = カバネドリ(660) + ビリビリリュー(810)
	Gen:T-01 イヌズマ(740) = カバネドリ(660) + オコチョ(800)
	Gen:T-01 イヌズマ(740) = カバネドリ(660) + アロアリュー(820)
	Gen:T-01 イヌズマ(740) = ガウルフ(1060) + ホークウィン(420)
	Gen:T-01 イヌズマ(740) = ガウルフ(1060) + ドンモップ(410)
	Gen:T-01 イヌズマ(740) = ガウルフ(1060) + ササゾー(390)
	Gen:T-01 イヌズマ(740) = エアムルグ(1030) + ホークウィン(420)
	Gen:T-01 イヌズマ(740) = エアムルグ(1030) + シルキーヌ(450)
	Gen:T-01 イヌズマ(740) = エアムルグ(1030) + ササゾー(430)
	Gen:T-01 イヌズマ(740) = エアムルグ(1030) + アルパオー(440)
	Gen:T-01 イヌズマ(740) = ヴィオレッタ(1050) + ホークウィン(420)
